2308.11628v1,Prompt Engineering For Students of Medicine and Their Teachers,http://arxiv.org/abs/2308.11628v1,"""Prompt Engineering for Students of Medicine and Their Teachers"" brings theprinciples of prompt engineering for large language models such as ChatGPT andGoogle Bard to medical education. This book contains a comprehensive guide toprompt engineering to help both teachers and students improve education in themedical field. Just as prompt engineering is critical in getting goodinformation out of an AI, it is also critical to get students to think andunderstand more deeply. The principles of prompt engineering that we havelearned from AI systems have the potential to simultaneously revolutionizelearning in the healthcare field. The book analyzes from multiple angles theanatomy of a good prompt for both AI models and students. The different typesof prompts are examined, showing how each style has unique characteristics andapplications. The principles of prompt engineering, applied properly, aredemonstrated to be effective in teaching across the diverse fields of anatomy,physiology, pathology, pharmacology, and clinical skills. Just like ChatGPT andsimilar large language AI models, students need clear and detailed prompting inorder for them to fully understand a topic. Using identical principles, aprompt that gets good information from an AI will also cause a student to thinkmore deeply and accurately. The process of prompt engineering facilitates thisprocess. Because each chapter contains multiple examples and key takeaways, itis a practical guide for implementing prompt engineering in the learningprocess. It provides a hands-on approach to ensure readers can immediatelyapply the concepts they learn",Thomas F. Heston,2023/8/8,2023/8/8
2211.09425v1,Machine Learning for Software Engineering: A Tertiary Study,http://arxiv.org/abs/2211.09425v1,"Machine learning (ML) techniques increase the effectiveness of softwareengineering (SE) lifecycle activities. We systematically collected,quality-assessed, summarized, and categorized 83 reviews in ML for SE publishedbetween 2009-2022, covering 6,117 primary studies. The SE areas most tackledwith ML are software quality and testing, while human-centered areas appearmore challenging for ML. We propose a number of ML for SE research challengesand actions including: conducting further empirical validation and industrialstudies on ML; reconsidering deficient SE methods; documenting and automatingdata collection and pipeline processes; reexamining how industrialpractitioners distribute their proprietary data; and implementing incrementalML approaches.",Zoe Kotti,2022/11/17,2022/11/17
1812.01791v1,A Formal Method for Mapping Software Engineering Practices to Essence,http://arxiv.org/abs/1812.01791v1,Essence Framework EF aims at addressing the core problems of softwareengineering SE and its practices,Murat Pasa Uysal,2018/12/4,2018/12/4
2310.07088v1,Diversity of Thought Improves Reasoning Abilities of Large Language Models,http://arxiv.org/abs/2310.07088v1,"Large language models (LLMs) are documented to struggle in settings thatrequire complex reasoning. Nevertheless, instructing the model to break downthe problem into smaller reasoning steps (Wei et al., 2022), or ensemblingvarious generations through modifying decoding steps (Wang et al., 2023) boostsperformance. Current methods assume that the input prompt is fixed and expectthe decoding strategies to introduce the diversity needed for ensembling. Inthis work, we relax this assumption and discuss how one can create and leveragevariations of the input prompt as a means to diversity of thought to improvemodel performance. We propose a method that automatically improves promptdiversity by soliciting feedback from the LLM to ideate approaches that fit forthe problem. We then ensemble the diverse prompts in our method DIV-SE (DIVersereasoning path Self-Ensemble) across multiple inference calls. We also proposea cost-effective alternative where diverse prompts are used within a singleinference call; we call this IDIV-SE (In-call DIVerse reasoning pathSelf-Ensemble). Under a fixed generation budget, DIV-SE and IDIV-SE outperformthe previously discussed baselines using both GPT-3.5 and GPT-4 on severalreasoning benchmarks, without modifying the decoding process. Additionally,DIV-SE advances state-of-the-art performance on recent planning benchmarks(Valmeekam et al., 2023), exceeding the highest previously reported accuracy byat least 29.6 percentage points on the most challenging 4/5 Blocksworld task.Our results shed light on how to enforce prompt diversity toward LLM reasoningand thereby improve the pareto frontier of the accuracy-cost trade-off.",Ranjita Naik,2023/10/11,2023/10/11
2308.15161v1,TASEP: A Collaborative Social Engineering Tabletop Role-Playing Game to Prevent Successful Social Engineering Attacks,http://arxiv.org/abs/2308.15161v1,"Data breaches resulting from targeted attacks against organizations, e.g., byadvanced persistent threat groups, often involve social engineering (SE) as theinitial attack vector before malicious software is used, e.g., for persistence,lateral movement, and data exfiltration. While technical security controls,such as the automated detection of phishing emails, can contribute tomitigating SE risks, raising awareness for SE attacks through education andmotivation of personnel is an important building block to increasing anorganization's resilience. To facilitate hands-on SE awareness training as onecomponent of broader SE awareness campaigns, we created a SE tabletop gamecalled Tabletop As Social Engineering Prevention (TASEP) in two editions for(a) small and medium enterprises and (b) large corporations, respectively. Itsgame design is inspired by Dungeons & Dragons role-playing games andfacilitates LEGO models of the in-game target organizations. Participantsswitch roles by playing a group of SE penetration testers and conducting asecurity audit guided by the game master. We evaluated the created game withdifferent student groups, achieving highly immersive and flexible training,resulting in an entertaining way of learning about SE and raising awareness.",Lukas Hafner,2023/8/29,2023/8/29
2312.15223v1,A Survey on Large Language Models for Software Engineering,http://arxiv.org/abs/2312.15223v1,"Software Engineering (SE) is the systematic design, development, andmaintenance of software applications, underpinning the digital infrastructureof our modern mainworld. Very recently, the SE community has seen a rapidlyincreasing number of techniques employing Large Language Models (LLMs) toautomate a broad range of SE tasks. Nevertheless, existing information of theapplications, effects, and possible limitations of LLMs within SE is still notwell-studied.  In this paper, we provide a systematic survey to summarize the currentstate-of-the-art research in the LLM-based SE community. We summarize 30representative LLMs of Source Code across three model architectures, 15pre-training objectives across four categories, and 16 downstream tasks acrossfive categories. We then present a detailed summarization of the recent SEstudies for which LLMs are commonly utilized, including 155 studies for 43specific code-related tasks across four crucial phases within the SE workflow.Besides, we summarize existing attempts to empirically evaluate LLMs in SE,such as benchmarks, empirical studies, and exploration of SE education. We alsodiscuss several critical aspects of optimization and applications of LLMs inSE, such as security attacks, model tuning, and model compression. Finally, wehighlight several challenges and potential opportunities on applying LLMs forfuture SE studies, such as exploring domain LLMs and constructing cleanevaluation datasets. Overall, our work can help researchers gain acomprehensive understanding about the achievements of the existing LLM-based SEstudies and promote the practical application of these techniques. Ourartifacts are publicly available and will continuously updated at the livingrepository: \url{https://github.com/iSEngLab/AwesomeLLM4SE}.",Quanjun Zhang,2023/12/23,2023/12/23
2311.03359v1,Prompted Software Engineering in the Era of AI Models,http://arxiv.org/abs/2311.03359v1,"This paper introduces prompted software engineering (PSE), which integratesprompt engineering to build effective prompts for language-based AI models, toenhance the software development process. PSE enables the use of AI models insoftware development to produce high-quality software with fewer resources,automating tedious tasks and allowing developers to focus on more innovativeaspects. However, effective prompts are necessary to guide software developmentin generating accurate, relevant, and useful responses, while mitigating risksof misleading outputs. This paper describes how productive prompts should bebuilt throughout the software development cycle.",Dae-Kyoo Kim,2023/9/7,2023/9/7
1909.10751v1,Landscaping Systematic Mapping Studies in Software Engineering: A Tertiary Study,http://arxiv.org/abs/1909.10751v1,"Context: A number of Systematic Mapping Studies (SMSs) that cover SoftwareEngineering (SE) are reported in literature. Tertiary studies synthesize thesecondary studies to provide a holistic view of an area. Objectives: Wesynthesize SMSs in SE to provide insights into existing SE areas and toinvestigate the trends and quality of SMSs. Methodology: We use SystematicLiterature Review protocol to analyze and map the SMSs in SE, till August 2017,to SE Body of Knowledge (SWEBOK). Results: We analyze 210 SMSs and results showthat: (1) Software design and construction are most active areas in SE; (2)Some areas lack SMSs, including mathematical foundations, softwareconfiguration management, and SE tools; (3) The quality of SMSs is improvingwith time; (4) SMSs in journals have higher quality than SMSs in conferencesand are cited more often; (5) Low quality in SMSs can be attributed to a lackof quality assessment in SMSs and not reporting information about the primarystudies. Conclusion: There is a potential for more SMSs in some SE areas. Anumber of SMSs do not provide the required information for an SMS, which leadsto a low quality score.",Muhammad Uzair khan,2019/9/24,2019/9/24
2302.00042v1,Diversity Awareness in Software Engineering Participant Research,http://arxiv.org/abs/2302.00042v1,"Diversity and inclusion are necessary prerequisites for shaping technologicalinnovation that benefits society as a whole. A common indicator of diversityconsideration is the representation of different social groups among softwareengineering (SE) researchers, developers, and students. However, this does notnecessarily entail that diversity is considered in the SE research itself.  In our study, we examine how diversity is embedded in SE research,particularly research that involves participant studies. To this end, we haveselected 79 research papers containing 105 participant studies spanning threeyears of ICSE technical tracks. Using a content analytical approach, weidentified how SE researchers report the various diversity categories of theirstudy participants and investigated: 1) the extent to which participants aredescribed, 2) what diversity categories are commonly reported, and 3) thefunction diversity serves in the SE studies.  We identified 12 different diversity categories reported in SE participantstudies. Our results demonstrate that even though most SE studies report on thediversity of participants, SE research often emphasizes professional diversitydata, such as occupation and work experience, over social diversity data, suchas gender or location of the participants. Furthermore, our results show thatparticipant diversity is seldom analyzed or reflected upon when SE researchersdiscuss their study results, outcome or limitations. To help researchersself-assess their study diversity awareness, we propose a diversity awarenessmodel and guidelines that SE researchers can apply to their research. With thisstudy, we hope to shed light on a new approach to tackling the diversity andinclusion crisis in the SE field.",Riya Dutta,2023/1/31,2023/1/31
1503.02803v2,A Monte Carlo Study of the Relationship between the Time Structures of Prompt Gammas and in vivo Radiation Dose in Proton Therapy,http://arxiv.org/abs/1503.02803v2,"For the in vivo range verification in proton therapy, it has been tried tomeasure the spatial distribution of the prompt gammas generated by theproton-induced interactions with the close relationship with the proton dosedistribution. However, the high energy of the prompt gammas and backgroundgammas are still problematic in measuring the distribution. In this study, wesuggested a new method determining the in vivo range by utilizing the timestructure of the prompt gammas formed with the rotation of a range modulationwheel (RMW) in the passive scattering proton therapy. To validate the MonteCarlo code simulating the proton beam nozzle, axial percent depth doses (PDDs)were compared with the measured PDDs with the varying beam range of 4.73-24.01cm. And the relationship between the proton dose rate and the time structure ofthe prompt gammas was assessed and compared in the water phantom. The resultsof the PDD showed accurate agreement within the relative errors of 1.1% in thedistal range and 2.9% in the modulation width. Average dose difference in themodulation was assessed as less than 1.3% by comparing with the measurement.The time structure of prompt gammas was well-matched within 0.39 ms with theproton dose rate, and this could enable the accurate prediction of the in vivorange.",Wook-Geun Shin,2015/3/10,2015/3/12
2303.03628v1,CoTEVer: Chain of Thought Prompting Annotation Toolkit for Explanation Verification,http://arxiv.org/abs/2303.03628v1,"Chain-of-thought (CoT) prompting enables large language models (LLMs) tosolve complex reasoning tasks by generating an explanation before the finalprediction. Despite it's promising ability, a critical downside of CoTprompting is that the performance is greatly affected by the factuality of thegenerated explanation. To improve the correctness of the explanations,fine-tuning language models with explanation data is needed. However, thereexists only a few datasets that can be used for such approaches, and no datacollection tool for building them. Thus, we introduce CoTEVer, a tool-kit forannotating the factual correctness of generated explanations and collectingrevision data of wrong explanations. Furthermore, we suggest several use caseswhere the data collected with CoTEVer can be utilized for enhancing thefaithfulness of explanations. Our toolkit is publicly available athttps://github.com/SeungoneKim/CoTEVer.",Seungone Kim,2023/3/7,2023/3/7
1903.01092v1,Zero-Shot Task Transfer,http://arxiv.org/abs/1903.01092v1,"In this work, we present a novel meta-learning algorithm, i.e. TTNet, thatregresses model parameters for novel tasks for which no ground truth isavailable (zero-shot tasks). In order to adapt to novel zero-shot tasks, ourmeta-learner learns from the model parameters of known tasks (with groundtruth) and the correlation of known tasks to zero-shot tasks. Such intuitionfinds its foothold in cognitive science, where a subject (human baby) can adaptto a novel-concept (depth understanding) by correlating it with old concepts(hand movement or self-motion), without receiving explicit supervision. Weevaluated our model on the Taskonomy dataset, with four tasks as zero-shot:surface-normal, room layout, depth, and camera pose estimation. These taskswere chosen based on the data acquisition complexity and the complexityassociated with the learning process using a deep network. Our proposedmethodology out-performs state-of-the-art models (which use ground truth)oneach of our zero-shot tasks, showing promise on zero-shot task transfer. Wealso conducted extensive experiments to study the various choices of ourmethodology, as well as showed how the proposed method can also be used intransfer learning. To the best of our knowledge, this is the firstsuch efforton zero-shot learning in the task space.",Arghya Pal,2019/3/4,2019/3/4
1102.0472v1,Discoveries enabled by Multi-wavelength Afterglow Observations of Gamma-Ray Bursts,http://arxiv.org/abs/1102.0472v1,"A review is given on the various aspects of gamma-ray burst afterglowobservations, and the inferences derived from the data. After a short historyof optical transient search and the BeppoSAX discoveries, the main topicsincluded are prompt multiwavelength emission, dark bursts, spectral lines lineand continuum variability, the early light curve behaviour, jet breaks, X-rayflares, late afterglow features, polarization, and orphan afterglows.",J. Greiner,2011/2/2,2011/2/2
2401.09566v2,Aligning Large Language Models with Counterfactual DPO,http://arxiv.org/abs/2401.09566v2,"Advancements in large language models (LLMs) have demonstrated remarkablecapabilities across a diverse range of applications. These models excel ingenerating text completions that are contextually coherent and cover anextensive array of subjects. However, the vast datasets required for theirtraining make aligning response styles during the pretraining and instructiontuning phases challenging. Consequently, an additional alignment phase istypically employed, wherein the model is further trained with human preferencedata to better align its outputs with human expectations. While this processdoesn't introduce new capabilities per se, it does accentuate generation stylesinnate to the model. This paper explores the utilization of counterfactualprompting within the framework of Direct Preference Optimization (DPO) to alignthe model's style without relying on human intervention. We demonstrate thatthis method effectively instils desirable behaviour, mitigates undesirableones, and encourages the model to disregard inappropriate instructions. Ourfindings suggest that counterfactual prompting with DPO presents a low-resourceway to fine-tune LLMs to meet the demands for responsible and ethically alignedAI systems.",Bradley Butcher,2024/1/17,2024/1/19
2304.02827v1,DITTO-NeRF: Diffusion-based Iterative Text To Omni-directional 3D Model,http://arxiv.org/abs/2304.02827v1,"The increasing demand for high-quality 3D content creation has motivated thedevelopment of automated methods for creating 3D object models from a singleimage and/or from a text prompt. However, the reconstructed 3D objects usingstate-of-the-art image-to-3D methods still exhibit low correspondence to thegiven image and low multi-view consistency. Recent state-of-the-art text-to-3Dmethods are also limited, yielding 3D samples with low diversity per promptwith long synthesis time. To address these challenges, we propose DITTO-NeRF, anovel pipeline to generate a high-quality 3D NeRF model from a text prompt or asingle image. Our DITTO-NeRF consists of constructing high-quality partial 3Dobject for limited in-boundary (IB) angles using the given or text-generated 2Dimage from the frontal view and then iteratively reconstructing the remaining3D NeRF using inpainting latent diffusion model. We propose progressive 3Dobject reconstruction schemes in terms of scales (low to high resolution),angles (IB angles initially to outer-boundary (OB) later), and masks (object tobackground boundary) in our DITTO-NeRF so that high-quality information on IBcan be propagated into OB. Our DITTO-NeRF outperforms state-of-the-art methodsin terms of fidelity and diversity qualitatively and quantitatively with muchfaster training times than prior arts on image/text-to-3D such as DreamFusion,and NeuralLift-360.",Hoigi Seo,2023/4/6,2023/4/6
1912.05761v1,Results of the MAJORANA DEMONSTRATOR's Search for Double-Beta Decay of $^{76}$Ge to Excited States of $^{76}$Se,http://arxiv.org/abs/1912.05761v1,"The MAJORANA DEMONSTRATOR is searching for double-beta decay of $^{76}$Ge toexcited states (E.S.) in $^{76}$Se using a modular array of high purityGermanium detectors. $^{76}$Ge can decay into three E.S.s of $^{76}$Se. TheE.S. decays have a clear event signature consisting of a $\beta\beta$-decaywith the prompt emission of one or two $\gamma$-rays, resulting in with highprobability in a multi-site event. The granularity of the DEMONSTRATOR detectorarray enables powerful discrimination of this event signature from backgrounds.Using 21.3 kg-y of isotopic exposure, the DEMONSTRATOR has set world leadinglimits for each E.S. decay, with 90% CL lower half-life limits in the range of$(0.56-2.1)\cdot10^{24}$ y. In particular, for the $2\nu$ transition to thefirst $0^+$ E.S. of $^{76}$Se, a lower half-life limit of $0.68\cdot10^{24}$ at90% CL was achieved.",I. S. Guinn,2019/12/12,2019/12/12
